finished,responseid,lead_swm,lead_swm_o,swm_satisfaction,wtp1,wtp2,wtp3,wtp4,wtp5,wtp6,wtp7,wtp8,wtp9,wtp10,wtp11,wtp12,wtp13,wtp14,wtp15,wtp16,wtp17,wtp18,wtp19,wtp20,wtp21,wtp22,wtp23,wtp24,wtp25,wtp26,wtp27,wtp28,wtp29,wtp30,wtp31,wtp32,wtp33,wtp34,wtp35,wtp36,publ_educ,nat_env,crime_prev,housing,unempl_pov,health_serv,foodsec,pp_other,pp_other_txt,pp_pnts,water_poll,air_poll,deforestation,soil_deg,env_swm,biodiv_loss,climate_ch,env_other,env_other_txt,env_pnts,impact_swm,effects_swm,effects_swm_o,frequency,frequency_o,engagement,w3,village,gender,d3,age,educ,employ,employ_o,religion,religion_o,d7,yrs_cape,d8,yrs_house,hh_position,hh_position_om,hh_position_of,ownership,ownership_o,d11,buildings,d12,people,income,household_id,z1,ns_bid1,s_bid1,ns_bid2,s_bid2,response_ns_bid1,response_s_bid1,response_ns_bid2,response_s_bid2
True,R_31ooF9a6hiGt830,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,0,0,0,0,40,0,-,0,0,0,0,0,0,0,0,0,-,40,Yes,"Water pollution,Air pollution,Health issues,Economic impact",,Bi-weekly / twice a week,,I would be willing to contribute my time,availability of money ,Nkhono,Female,Please state the age in completed years of life,56,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,15,Please enter amount as a number,8,"100,001 to 125,000",,,2500,2500,1250,1250,0,0,0,0
True,R_2pJrTM1jNZ2HdXQ,Male head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,5,5,7,0,8,9,6,0,,0,6,6,7,5,6,5,5,0,,0,Yes,"Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,Hygienic places,Madothi,Female,Please state the age in completed years of life,45,Secondary education ,Non-governmental organization,,Christianity,,Please enter amount as a number,8,Please enter amount as a number,8,Female head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,5,"75,001 to 100,000",, Think this project may help the community in its hygienic way and beauty of the area,1500,1500,3000,3000,1,1,0,0
True,R_1mJCS0jTVK9AKtG,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0,12,0,19,0,,0,13,0,0,19,0,0,8,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Other (please specify): ,Three-days per week ,I would be willing to contribute my time,Cleanliness. Increases  tourism ,Nkhono,Male,Please state the age in completed years of life,28,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,4,Please enter amount as a number,1,Male head of HH,,,Rental ,,Please enter amount as a number,4,Please enter amount as a number,5,"25,001 to 50,000",,Thanks for visit it helps us to know your project. Itâs good you may proceed ,1000,1000,2000,2000,1,1,0,0
True,R_22YsJVMtWEAW8MV,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,0,0,0,0,0,0,40,-,0,0,0,0,0,0,0,0,0,-,40,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Every day,,I would be willing to pay a fee,beautifying Cape maclear ,Nkhono,Female,Please state the age in completed years of life,37,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,6,"50,001 to 75,000",,,2000,2000,1000,1000,0,0,0,0
True,R_3dS57CXTPl6agfp,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,15,0,0,0,0,10,15,0,,0,10,0,0,13,9,0,8,0,,0,Yes,"Spread of diseases,Economic impact",,Every day,,I would be willing to contribute my time,Good land. Improve tourism. Hygiene ,Nkhono,Male,Please state the age in completed years of life,39,Primary education,Private sector,,Christianity,,All my life,,Please enter amount as a number,17,Male head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,5,"25,001 to 50,000",,Thanks you have introduce a nice project ,3000,3000,1500,1500,0,0,0,0
True,R_29hRngn0vqoxRoU,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,4,0,10,0,10,0,16,0,Subside of fertilizer for agricultural processes,0,10,0,0,11,10,0,9,0,,0,Yes,"Spread of diseases,Economic impact,Decrease of tourism",,Once a week,,I do not want do engage in solid waste management,Change in cleanliness ,Nkhono,Female,Please state the age in completed years of life,54,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,6,"Less than 25,000",,Thanks for visit this may proceed we need Good hygienic and health ,1500,1500,750,750,0,0,0,0
True,R_2EiuRirTPJPbkz6,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,0,0,0,0,0,40,0,-,0,0,0,0,0,0,0,0,0,-,40,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Economic impact",,Every day,,I would be willing to contribute my time,prevention of diseases ,Muonda,Female,Please state the age in completed years of life,79,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,15,Please enter amount as a number,11,"100,001 to 125,000",,,2000,2000,1000,1000,0,0,0,0
True,R_2xLUQz1DMdmHx31,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,0,0,0,0,0,0,40,0,-,0,0,0,0,0,0,0,0,0,-,40,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Muonda,Female,Please state the age in completed years of life,39,Primary education,Unemployed,,Islam ,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"125,001 to 150,000",,,3000,3000,1500,1500,0,0,0,0
True,R_Q6emNAIWgIz1feV,Female head of HH,,Somewhat satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,6,15,10,0,,0,6,0,7,7,13,0,7,0,,0,Yes,Spread of diseases,,Other (please specify): ,3 days a week,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,28,Primary education,Unemployed,,Others (please specify):,No religion,All my life,,Please enter amount as a number,5,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"Less than 25,000",,None,500,500,1000,1000,1,1,1,1
True,R_AGMt4a97iy7X3l7,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,8,0,0,5,10,0,17,0,,0,11,0,0,10,9,0,10,0,,0,Yes,"Spread of diseases,Health issues,Economic impact,Decrease of tourism",,Every day,,I would be willing to contribute my time,Beautification of the community ,Kafukuta,Female,Please state the age in completed years of life,41,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,7,Please enter amount as a number,7,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,4,"100,001 to 125,000",,Thanks for the visit ,1500,1500,750,750,0,0,0,0
True,R_1LkAqnhFczAqpDj,Female head of HH,,Somewhat satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,10,5,5,4,0,-,0,5,5,5,5,5,5,5,5,-,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Economic impact",,Every day,,I would be willing to contribute my time,beutify cape maclear ,Muonda,Female,Please state the age in completed years of life,38,Secondary education ,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,11,"200,001 to 225,000",,,1000,1000,2000,2000,1,1,1,1
True,R_2149VyaDzE2j67h,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,3,5,6,4,8,4,10,0,,0,5,2,7,9,11,2,4,0,,0,Yes,"Air pollution,Spread of diseases,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,Disease prevention. Improved tourist  attraction,Katukumala,Female,Please state the age in completed years of life,23,Secondary education ,Unemployed,,Christianity,,All my life,,Please enter amount as a number,1,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"25,001 to 50,000",,No comment ,2500,2500,5000,5000,1,1,0,0
True,R_3LhRLNNbMepY8ay,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,,Yes,,,,,,,,,,,,,5,5,5,5,5,5,10,0,-,0,8,6,7,5,4,10,0,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,prevention of diseases ,Muonda,Female,Please state the age in completed years of life,36,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"75,001 to 100,000",,,2000,2000,1000,4000,0,1,1,1
True,R_3P7EqiR8YQlqg1k,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,9,0,11,0,0,12,8,0,,0,13,0,0,15,9,0,3,0,,0,Yes,"Water pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Beautification ,Kafukuta,Female,Please state the age in completed years of life,18,Primary education,Other (please specify):,Fisherman ,Christianity,,All my life,,Please enter amount as a number,1,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"Less than 25,000",,Thanks for visiting ,3000,3000,1500,1500,0,0,0,0
True,R_27paEk14wnpayTe,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,6,0,0,7,13,6,8,0,,0,17,3,6,2,5,0,7,0,,0,Yes,Decrease of tourism,,Other (please specify): ,3 days a week,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,35,Primary education,Unemployed,,Christianity,,Please enter amount as a number,18,Please enter amount as a number,11,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"50,001 to 75,000",,None,1500,1500,750,750,0,0,0,0
True,R_3KHDA7FNf7Zh5WJ,Female head of HH,,Extremely satisfied,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,5,1,6,4,13,0,,0,7,2,7,6,9,3,6,0,,0,Yes,"Spread of diseases,Health issues",,Every day,,I would be willing to contribute my time,Disease  prevention. Clean environment ,Katukumala,Female,Please state the age in completed years of life,19,Secondary education ,Unemployed,,Christianity,,Prefer not to say,,Please enter amount as a number,.5,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"25,001 to 50,000",,No comment ,1000,1000,500,500,0,0,1,1
True,R_1o2988wQ4Fp8WEB,Female head of HH,,Extremely satisfied,No,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,8,7,6,4,0,-,0,10,5,4,7,5,5,4,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,Prevention of diseases ,Muonda,Female,Please state the age in completed years of life,86,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,8,"50,001 to 75,000",,,500,500,250,1000,0,1,1,1
True,R_V23pA1r48OW1oEp,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,6,6,0,6,7,5,5,5,Transport,0,10,0,30,0,0,0,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean air. Clean homes ,Kafukuta,Female,Please state the age in completed years of life,40,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,8,"25,001 to 50,000",,The Chiefs should enforce sweeping the surrounding so that should be clean.,2500,2500,1250,1250,0,0,0,0
True,R_2ANiHpNfSA5tNLg,Female head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,0,3,14,8,0,,0,6,5,11,6,12,0,0,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Muonda,Male,Please state the age in completed years of life,42,Primary education,Other (please specify):,Fishing,Christianity,,All my life,,Please enter amount as a number,1,Male head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,Prefer not to say,,None,1000,1000,2000,2000,1,1,1,1
True,R_1pG9EI6inUYJRZX,Female head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,2,8,5,12,0,-,0,7,3,7,6,8,6,3,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,sorce of money ,Muonda,Female,Please state the age in completed years of life,37,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,9,"125,001 to 150,000",,,500,500,1000,1000,1,1,1,1
True,R_1d6vD5mHw3Bvxs0,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,3,7,5,3,9,3,10,0,,0,6,3,7,6,7,3,8,0,,0,Yes,"Spread of diseases,Loss of biodiversity ",,Every day,,I would be willing to pay a fee,Disease  prevention. Our area can be transformed to better and clean environment ,Katukumala,Female,Please state the age in completed years of life,20,Primary education,Self-employed,,Christianity,,Please enter amount as a number,2,Prefer not to say,,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,3,"50,001 to 75,000",,Proper waste management can help in reducing disease spreading in our community ,2000,2000,1000,1000,0,0,1,1
True,R_2SitCKELx713C8W,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,25,0,,0,12,0,0,0,28,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues",,Every day,,I do not want do engage in solid waste management,Good health conditions. Beautification of the community ,Kafukuta,Female,Please state the age in completed years of life,30,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,7,Please enter amount as a number,1,Mother of head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,4,"25,001 to 50,000",,Thanks this project may proceed because it's one way of providing us with good hygienic lessons.,1500,1500,750,750,0,0,0,0
True,R_3hlKqQ0gY9OTF7t,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,5,7,7,5,5,5,6,0,-,0,5,5,5,5,5,5,10,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Muonda,Female,Please state the age in completed years of life,22,Secondary education ,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"125,001 to 150,000",,,1500,1500,750,750,0,0,0,0
True,R_dh7eMMuOeNdI0E1,Male head of HH,,Extremely dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,12,8,0,0,0,12,8,0,,0,10,10,10,0,0,10,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Disease prevention. Fresh air. Clean water ,Kafukuta,Male,Prefer not to say,,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,14,Please enter amount as a number,13,Male head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,6,"100,001 to 125,000",,,3000,3000,1500,1500,0,0,0,0
True,R_2QGJQFO4BwfOHff,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,3,2,6,3,9,2,15,0,,0,8,3,7,5,6,3,8,0,,0,Yes,"Spread of diseases,Natural Disasters",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean environment ,Katukumala,Female,Please state the age in completed years of life,23,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,5,Please enter amount as a number,3,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"75,001 to 100,000",,The have to put extra gear so that our can be clean enough for our own health,2500,2500,1250,1250,0,0,1,1
True,R_1ilCGuMCl53NTru,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,12,4,0,8,7,0,9,0,,0,7,0,6,8,2,0,17,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,31,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,15,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"25,001 to 50,000",,It will be better if the project of sanitation trush picking would have been considered and presented to people as real project not just a research,3000,3000,1500,1500,0,0,1,1
True,R_SOEO8vq3QxOzNCx,Female head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,7,8,9,2,0,-,0,10,5,4,5,7,3,6,0,-,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,source of income ,Muonda,Female,Please state the age in completed years of life,34,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"75,001 to 100,000",,,500,500,1000,1000,1,1,1,1
True,R_1WWL4ewYeRvYaGZ,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,10,10,10,0,0,0,10,0,,0,10,20,0,0,0,10,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues",,Once a week,,I would be willing to contribute my time,Clean homes. Clean air. Clean water,Kafukuta,Female,Please state the age in completed years of life,41,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,9,Please enter amount as a number,4,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,7,"More than 300,000",,,2000,2000,4000,4000,1,1,1,1
True,R_1LCMxdTVDmsc0Mi,Female head of HH,,Extremely satisfied,,,,,,,No,Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,4,0,3,11,8,0,,0,7,5,14,6,8,0,0,0,,0,Yes,"Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,"Healthy lives, disease prevention",Muonda,Female,Please state the age in completed years of life,32,Secondary education ,Unemployed,,Christianity,,All my life,,Please enter amount as a number,1,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,7,"50,001 to 75,000",,None,1000,1000,500,500,0,0,1,0
True,R_ywoXMmmwouWPOmt,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,2,6,5,3,9,3,12,0,,0,7,3,8,5,6,2,9,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,Clean environment. Disease prevention ,Katukumala,Female,Please state the age in completed years of life,41,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,23,Female head of HH,,,Owner,,Please enter amount as a number,1,Prefer not to say,,"25,001 to 50,000",,No comment ,2500,2500,1250,1250,0,0,0,0
True,R_2S6ujjCikH2CN4B,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,,,,,,,,,,,,,0,0,12,0,5,9,14,0,,0,11,0,0,18,0,0,11,0,,0,Yes,"Water pollution,Spread of diseases",,Every day,,I would be willing to pay a fee,Cleanliness ,Chembe,Female,Please state the age in completed years of life,47,Primary education,Self-employed,,Islam ,,Please enter amount as a number,2,Please enter amount as a number,2,Mother of head of HH,,,Rental ,,Please enter amount as a number,4,Please enter amount as a number,5,"More than 300,000",,Teach us more about healthy ,2000,2000,1000,1000,0,0,1,1
True,R_a32ip6sVJvVTXMZ,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,0,0,0,0,0,0,40,0,,0,15,0,0,20,0,0,5,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Every day,,I would be willing to contribute my time,Good health ,Chembe,Female,Please state the age in completed years of life,54,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,2,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,7,"Less than 25,000",,Thanks for visit because it encourages me to continue cleaning around my house and community ,3000,3000,1500,1500,0,0,0,0
True,R_11aPPsfYBkdjYec,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Prefer not to say,,,Prefer not to say,,,,,,,,,,,,,,,,,,,,,6,0,4,0,14,9,7,0,,0,18,0,7,0,9,0,6,0,,0,Yes,"Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,61,Primary education,Unemployed,,Christianity,,Please enter amount as a number,54,Please enter amount as a number,9,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"Less than 25,000",,None,,,,,,,,
True,R_2S809ZeOiRjsCBT,Female head of HH,,Extremely dissatisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,0,0,10,0,0,,0,20,10,0,0,0,10,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues",,Every day,,I would be willing to contribute my time,Clean homes,Kafukuta,Female,Please state the age in completed years of life,52,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,.333,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,10,"100,001 to 125,000",,,1000,1000,500,500,0,0,0,0
True,R_1MMshYpO6VK2HaV,Female head of HH,,Extremely satisfied,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,10,4,12,0,,0,5,3,10,10,5,2,5,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Disease prevention ,Katukumala,Female,Please state the age in completed years of life,29,Primary education,Unemployed,,Christianity,,Please enter amount as a number,5,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,4,"25,001 to 50,000",,I am are willing  to participate in waste management activities ,500,500,1000,1000,1,1,0,0
True,R_sO7HCueJgm1Alz3,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,0,0,0,0,14,0,26,0,,0,13,0,0,18,0,0,9,0,,0,Yes,"Spread of diseases,Decrease of tourism",,Every day,,I would be willing to pay a fee,Hygiene. Good health ,Chembe,Female,Please state the age in completed years of life,30,Secondary education ,Self-employed,,Christianity,,All my life,,Please enter amount as a number,8,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"25,001 to 50,000",,Thanks for visit b,2500,2500,5000,5000,1,1,1,1
True,R_1qX9JoyNe0JipBx,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,No,No,,,,,,,,0,3,0,5,0,12,20,0,,0,11,9,7,4,2,0,7,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community,Muonda,Female,Please state the age in completed years of life,31,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,5,Female head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,5,Prefer not to say,,None,2500,2500,5000,1250,1,0,0,0
True,R_1kIjqgBzV4mcrnX,Female head of HH,,Extremely dissatisfied,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,0,0,5,5,0,,0,10,10,0,0,20,0,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Clean homes. Clean air for breathing,Kafukuta,Female,Please state the age in completed years of life,60,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"Less than 25,000",,,500,500,250,250,0,0,0,0
True,R_1K3AscQwsd1EbkJ,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,10,0,0,0,0,0,30,0,,0,10,0,0,16,14,0,0,0,,0,Yes,"Spread of diseases,Economic impact",,Every day,,I would be willing to pay a fee,Hygiene ,Chembe,Female,Please state the age in completed years of life,36,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,2,Mother of head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,7,"Less than 25,000",,Thanks for visitation ,2000,2000,1000,1000,0,0,0,0
True,R_1zDn9qGLr7Zv3Gh,Female head of HH,,Extremely satisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,4,10,3,12,0,,0,10,2,7,9,7,1,4,0,,0,Yes,"Water pollution,Health issues,Decrease of tourism",,Every day,,I would be willing to contribute my time,A better living environment. Disease prevention ,Katukumala,Female,Please state the age in completed years of life,58,No education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,30,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"25,001 to 50,000",,I am willing to save my community from lmproper waste disposal that is happening  here in cape maclear,1000,1000,500,500,0,0,0,0
True,R_3PG0pxAfiIpCq4F,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,No,No,,,,,,,,,,,,,,,,,,,,6,5,11,2,0,7,9,0,,0,12,7,16,0,2,0,3,0,,0,Yes,"Air pollution,Spread of diseases,Health issues",,Other (please specify): ,3 days a week,I would be willing to contribute my time,"Clean places ,disease reduction",Muonda,Female,Please state the age in completed years of life,70,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,45,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,2,"25,001 to 50,000",,None,1500,1500,3000,750,1,0,0,0
True,R_3NDHy9k26N3tzsa,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,Yes,,0,0,0,0,0,0,40,0,,0,14,0,0,26,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Bi-weekly / twice a week,,I would be willing to contribute my time,Good health so us to prevent diseases ,Chembe,Male,Please state the age in completed years of life,20,Primary education,Private sector,,Christianity,,All my life,,Please enter amount as a number,20,Son of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,6,"25,001 to 50,000",,Thanks for visiting our house ,3000,3000,1500,1500,0,0,0,1
True,R_1lAxebczswkoala,Male head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,1,4,6,8,2,10,9,0,-,0,5,4,6,7,7,5,6,0,-,0,Yes,"Water pollution,Air pollution,Health issues,Economic impact",,Bi-weekly / twice a week,,I would be willing to contribute my time,we can attract tourism ,Muonda,Male,Please state the age in completed years of life,43,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Male head of HH,,,Owner,,Please enter amount as a number,5,Please enter amount as a number,4,"150,001 to 175,000",,,1500,1500,3000,3000,1,1,1,1
